service_id,date,exception_type
7315@1,20251120,2
8612@1,20251120,2
A1@1,20251120,2
A11@1,20251120,2
A13@1,20251120,2
A69@1,20251120,2
A73@1,20251120,2
A871@1,20251120,2
A941@1,20251120,2
B05@1,20251120,2
B252@1,20251120,2
B51@1,20251120,2
B511@1,20251120,2
C31@1,20251120,2
C802@1,20251120,2
D13@1,20251120,2
D67@1,20251120,2
M21@1,20251120,2
M68@1,20251120,2
M79@1,20251120,2
R101@1,20251120,2
R31@1,20251120,2
R68@1,20251120,2
T1@1,20251120,2
T2A1@1,20251120,2
T4@1,20251120,2
T52@1,20251120,2
T61@1,20251120,2
6333@1,20251120,2
1795@1,20251120,2
6135@1,20251120,2
4944@1,20251120,2
3763@1,20251120,2
4382@1,20251120,2
6311@1,20251120,2
SD73@1,20251120,2
10.61@1,20251120,2
4906@1,20251120,2
O210@1,20251120,2
O627@1,20251120,2
C22@1,20251120,2
A955@1,20251120,2
A63@1,20251120,2
A631@1,20251120,2
T44@1,20251120,2
M681@1,20251120,2
43311@1,20251120,2
43312@1,20251120,2
49231@1,20251120,2
4921@2,20251115,2
4972@2,20251115,2
510@2,20251115,2
5202@2,20251115,2
615@2,20251115,2
617@2,20251115,2
6201@2,20251115,2
662@2,20251115,2
665@2,20251115,2
756@2,20251115,2
761@2,20251115,2
7621@2,20251115,2
862@2,20251115,2
A11@2,20251115,2
A13@2,20251115,2
A143@2,20251115,2
A15@2,20251115,2
A33@2,20251115,2
A842@2,20251115,2
A862@2,20251115,2
A93@2,20251115,2
A952@2,20251115,2
A953@2,20251115,2
A993@2,20251115,2
B01@2,20251115,2
B011@2,20251115,2
C31@2,20251115,2
C80@2,20251115,2
C802@2,20251115,2
D67@2,20251115,2
E32@2,20251115,2
G343@2,20251115,2
R9@2,20251115,2
T2@2,20251115,2
T2A1@2,20251115,2
T5@2,20251115,2
T52@2,20251115,2
T9@2,20251115,2
6333@2,20251115,2
1795@2,20251115,2
7151@2,20251115,2
2572@2,20251115,2
1493@2,20251115,2
6372@2,20251115,2
SD73@2,20251115,2
10.61@2,20251115,2
5203@2,20251115,2
GT31@2,20251115,2
A63@2,20251115,2
T44@2,20251115,2
7042@2,20251115,2
25611@2,20251115,2
A932@2,20251115,2
GT21@2,20251115,2
60.52@2,20251115,2
2726@2,20251115,2
EM013@2,20251115,2
02.1@1,20251120,2
10.5@1,20251120,2
50.1@1,20251120,2
50.6@1,20251120,2
10.6@1,20251120,2
1112@1,20251120,2
244@1,20251120,2
250@1,20251120,2
2562@1,20251120,2
2621@1,20251120,2
2661@1,20251120,2
2674@1,20251120,2
2675@1,20251120,2
268@1,20251120,2
2681@1,20251120,2
2694@1,20251120,2
2723@1,20251120,2
280@1,20251120,2
281@1,20251120,2
2812@1,20251120,2
2821@1,20251120,2
2832@1,20251120,2
T12A@1,20251120,2
341@1,20251120,2
343@1,20251120,2
3481@1,20251120,2
360@1,20251120,2
375@1,20251120,2
3943@1,20251120,2
3945@1,20251120,2
3951@1,20251120,2
3983@1,20251120,2
4292@1,20251120,2
4381@1,20251120,2
476@1,20251120,2
4921@1,20251120,2
495@1,20251120,2
4951@1,20251120,2
497@1,20251120,2
4971@1,20251120,2
T13@1,20251120,2
605@1,20251120,2
624@1,20251120,2
627@1,20251120,2
632@1,20251120,2
6371@1,20251120,2
6612@1,20251120,2
671@1,20251120,2
702@1,20251120,2
856@1,20251120,2
A01@1,20251120,2
A09@1,20251120,2
A141@1,20251120,2
A28@1,20251120,2
A621@1,20251120,2
A67@1,20251120,2
A70@1,20251120,2
A842@1,20251120,2
A953@1,20251120,2
A971@1,20251120,2
A991@1,20251120,2
B01@1,20251120,2
B011@1,20251120,2
B09@1,20251120,2
B091@1,20251120,2
C3@1,20251120,2
C801@1,20251120,2
E33@1,20251120,2
R5@1,20251120,2
R62@1,20251120,2
R81@1,20251120,2
T23@1,20251120,2
T2A2@1,20251120,2
B093@1,20251120,2
A974@1,20251120,2
7052@1,20251120,2
3462@1,20251120,2
A161@1,20251120,2
TR32@1,20251120,2
4925@1,20251120,2
1493@1,20251120,2
A954@1,20251120,2
A27@1,20251120,2
10.71@1,20251120,2
6102@1,20251120,2
7053@1,20251120,2
O662@1,20251120,2
3443@1,20251120,2
A632@1,20251120,2
T45@1,20251120,2
A20@1,20251120,2
7042@1,20251120,2
A270@1,20251120,2
A932@1,20251120,2
E703@1,20251120,2
EM01@1,20251120,2
10.63@1,20251120,2
7311@2,20250920,2
7315@2,20250920,2
762@2,20250920,2
A1@2,20250920,2
A141@2,20250920,2
A16@2,20250920,2
A348@2,20250920,2
A671@2,20250920,2
A691@2,20250920,2
A81@2,20250920,2
A871@2,20250920,2
A872@2,20250920,2
A876@2,20250920,2
A941@2,20250920,2
A97@2,20250920,2
B021@2,20250920,2
B09@2,20250920,2
B251@2,20250920,2
B252@2,20250920,2
E10@2,20250920,2
F993@2,20250920,2
M10@2,20250920,2
M79@2,20250920,2
R1@2,20250920,2
R62@2,20250920,2
T11@2,20250920,2
T23@2,20250920,2
T2A2@2,20250920,2
T3@2,20250920,2
T7@2,20250920,2
B093@2,20250920,2
A974@2,20250920,2
7032@2,20250920,2
A161@2,20250920,2
A85@2,20250920,2
A851@2,20250920,2
TR32@2,20250920,2
3946@2,20250920,2
3947@2,20250920,2
A21@2,20250920,2
A25@2,20250920,2
189@2,20250920,2
4961@2,20250920,2
O171@2,20250920,2
O491@2,20250920,2
C22@2,20250920,2
3443@2,20250920,2
43321@2,20250920,2
E703@2,20250920,2
EM012@2,20250920,2
02.1@3,20251012,2
40.4@3,20251012,2
60.4@3,20251012,2
10.6@3,20251012,2
10.7@3,20251012,2
1112@3,20251012,2
168@3,20251012,2
1715@3,20251012,2
176@3,20251012,2
1761@3,20251012,2
184@3,20251012,2
195@3,20251012,2
209@3,20251012,2
210@3,20251012,2
253@3,20251012,2
2541@3,20251012,2
2563@3,20251012,2
262@3,20251012,2
2621@3,20251012,2
264@3,20251012,2
271@3,20251012,2
273@3,20251012,2
280@3,20251012,2
2802@3,20251012,2
281@3,20251012,2
2814@3,20251012,2
282@3,20251012,2
T12A@3,20251012,2
T12@3,20251012,2
343@3,20251012,2
349@3,20251012,2
353@3,20251012,2
360@3,20251012,2
375@3,20251012,2
398@3,20251012,2
3982@3,20251012,2
433@3,20251012,2
470@3,20251012,2
492@3,20251012,2
494@3,20251012,2
4943@3,20251012,2
496@3,20251012,2
5202@3,20251012,2
611@3,20251012,2
6321@3,20251012,2
633@3,20251012,2
6331@3,20251012,2
650@3,20251012,2
656@3,20251012,2
6612@3,20251012,2
6651@3,20251012,2
727@3,20251012,2
731@3,20251012,2
7315@3,20251012,2
861@3,20251012,2
8612@3,20251012,2
862@3,20251012,2
A01@3,20251012,2
A1@3,20251012,2
A13@3,20251012,2
A141@3,20251012,2
A15@3,20251012,2
A66@3,20251012,2
A69@3,20251012,2
A73@3,20251012,2
A872@3,20251012,2
A944@3,20251012,2
A97@3,20251012,2
A991@3,20251012,2
D70@3,20251012,2
D72@3,20251012,2
M68@3,20251012,2
M98@3,20251012,2
R1@3,20251012,2
R321@3,20251012,2
R62@3,20251012,2
T1@3,20251012,2
T2A2@3,20251012,2
7052@3,20251012,2
A265@3,20251012,2
A85@3,20251012,2
A851@3,20251012,2
3763@3,20251012,2
6311@3,20251012,2
F041@3,20251012,2
3946@3,20251012,2
A63@3,20251012,2
A631@3,20251012,2
M681@3,20251012,2
43321@3,20251012,2
60.52@3,20251012,2
EM012@3,20251012,2
02.1@3,20251102,2
40.4@3,20251102,2
60.4@3,20251102,2
10.6@3,20251102,2
10.7@3,20251102,2
1112@3,20251102,2
168@3,20251102,2
1715@3,20251102,2
176@3,20251102,2
1761@3,20251102,2
184@3,20251102,2
195@3,20251102,2
209@3,20251102,2
210@3,20251102,2
253@3,20251102,2
2541@3,20251102,2
2563@3,20251102,2
262@3,20251102,2
2621@3,20251102,2
264@3,20251102,2
271@3,20251102,2
273@3,20251102,2
280@3,20251102,2
2802@3,20251102,2
281@3,20251102,2
2814@3,20251102,2
282@3,20251102,2
T12A@3,20251102,2
T12@3,20251102,2
343@3,20251102,2
349@3,20251102,2
353@3,20251102,2
360@3,20251102,2
375@3,20251102,2
398@3,20251102,2
3982@3,20251102,2
433@3,20251102,2
470@3,20251102,2
492@3,20251102,2
494@3,20251102,2
4943@3,20251102,2
496@3,20251102,2
5202@3,20251102,2
611@3,20251102,2
6321@3,20251102,2
633@3,20251102,2
6331@3,20251102,2
650@3,20251102,2
656@3,20251102,2
6612@3,20251102,2
6651@3,20251102,2
727@3,20251102,2
731@3,20251102,2
7315@3,20251102,2
861@3,20251102,2
8612@3,20251102,2
862@3,20251102,2
A01@3,20251102,2
A1@3,20251102,2
A13@3,20251102,2
A141@3,20251102,2
A15@3,20251102,2
A66@3,20251102,2
A69@3,20251102,2
A73@3,20251102,2
A872@3,20251102,2
A944@3,20251102,2
A97@3,20251102,2
A991@3,20251102,2
D70@3,20251102,2
D72@3,20251102,2
M68@3,20251102,2
M98@3,20251102,2
R1@3,20251102,2
R321@3,20251102,2
R62@3,20251102,2
T1@3,20251102,2
T2A2@3,20251102,2
7052@3,20251102,2
A265@3,20251102,2
A85@3,20251102,2
A851@3,20251102,2
3763@3,20251102,2
A360@5,20250920,1
A360@5,20251012,1
A360@5,20251102,1
A360@5,20251115,1
A360@5,20251120,1
441@5,20250920,1
441@5,20251012,1
441@5,20251102,1
441@5,20251115,1
441@5,20251120,1
A69@5,20250920,1
A69@5,20251012,1
A69@5,20251102,1
A69@5,20251115,1
A69@5,20251120,1
T2A@5,20250920,1
T2A@5,20251012,1
T2A@5,20251102,1
T2A@5,20251115,1
T2A@5,20251120,1
2814@5,20250920,1
2814@5,20251012,1
2814@5,20251120,1
2814@5,20251102,1
2814@5,20251115,1
665@5,20250920,1
665@5,20251012,1
665@5,20251102,1
665@5,20251115,1
665@5,20251120,1
2601@5,20250920,1
2601@5,20251012,1
2601@5,20251102,1
2601@5,20251115,1
2601@5,20251120,1
211@5,20250920,1
211@5,20251012,1
211@5,20251120,1
211@5,20251102,1
211@5,20251115,1
A81@5,20250920,1
A81@5,20251012,1
A81@5,20251102,1
A81@5,20251115,1
A81@5,20251120,1
M21@5,20250920,1
M21@5,20251012,1
M21@5,20251102,1
M21@5,20251115,1
M21@5,20251120,1
656@5,20250920,1
656@5,20251012,1
656@5,20251102,1
656@5,20251115,1
656@5,20251120,1
195@5,20250920,1
195@5,20251012,1
195@5,20251102,1
195@5,20251115,1
195@5,20251120,1
A952@5,20250920,1
A952@5,20251012,1
A952@5,20251120,1
A952@5,20251102,1
A952@5,20251115,1
353@5,20250920,1
353@5,20251012,1
353@5,20251102,1
353@5,20251115,1
353@5,20251120,1
10.61@5,20250920,1
10.61@5,20251012,1
10.61@5,20251120,1
10.61@5,20251102,1
10.61@5,20251115,1
284@5,20250920,1
284@5,20251012,1
284@5,20251115,1
284@5,20251120,1
284@5,20251102,1
179@5,20250920,1
179@5,20251012,1
179@5,20251102,1
179@5,20251115,1
179@5,20251120,1
2572@5,20250920,1
2572@5,20251012,1
2572@5,20251102,1
2572@5,20251115,1
2572@5,20251120,1
C31@5,20250920,1
C31@5,20251012,1
C31@5,20251102,1
C31@5,20251115,1
C31@5,20251120,1
O210@5,20250920,1
O210@5,20251012,1
O210@5,20251102,1
O210@5,20251115,1
O210@5,20251120,1
T9@5,20250920,1
T9@5,20251012,1
T9@5,20251120,1
T9@5,20251102,1
T9@5,20251115,1
25613@5,20250920,1
25613@5,20251012,1
25613@5,20251102,1
25613@5,20251115,1
25613@5,20251120,1
T52@5,20250920,1
T52@5,20251012,1
T52@5,20251102,1
T52@5,20251115,1
T52@5,20251120,1
3462@5,20250920,1
3462@5,20251012,1
3462@5,20251102,1
3462@5,20251115,1
3462@5,20251120,1
375@5,20250920,1
375@5,20251012,1
375@5,20251102,1
375@5,20251115,1
375@5,20251120,1
49232@5,20250920,1
49232@5,20251012,1
49232@5,20251102,1
49232@5,20251115,1
49232@5,20251120,1
C22@5,20250920,1
C22@5,20251012,1
C22@5,20251102,1
C22@5,20251115,1
C22@5,20251120,1
M79@5,20250920,1
M79@5,20251012,1
M79@5,20251102,1
M79@5,20251115,1
M79@5,20251120,1
A99@5,20250920,1
A99@5,20251012,1
A99@5,20251102,1
A99@5,20251115,1
A99@5,20251120,1
283@5,20250920,1
283@5,20251012,1
283@5,20251102,1
283@5,20251115,1
283@5,20251120,1
20.6@5,20250920,1
20.6@5,20251012,1
20.6@5,20251102,1
20.6@5,20251115,1
20.6@5,20251120,1
718@5,20250920,1
718@5,20251012,1
718@5,20251102,1
718@5,20251115,1
718@5,20251120,1
B02@5,20250920,1
B02@5,20251012,1
B02@5,20251102,1
B02@5,20251115,1
B02@5,20251120,1
02.1@2,20250920,2
20.6@2,20250920,2
10.7@2,20250920,2
110@2,20250920,2
1112@2,20250920,2
184@2,20250920,2
195@2,20250920,2
209@2,20250920,2
212@2,20250920,2
216@2,20250920,2
2441@2,20250920,2
2562@2,20250920,2
2601@2,20250920,2
2674@2,20250920,2
269@2,20250920,2
281@2,20250920,2
341@2,20250920,2
3942@2,20250920,2
3944@2,20250920,2
3973@2,20250920,2
3982@2,20250920,2
3983@2,20250920,2
3984@2,20250920,2
441@2,20250920,2
470@2,20250920,2
491@2,20250920,2
4911@2,20250920,2
4934@2,20250920,2
4942@2,20250920,2
497@2,20250920,2
611@2,20250920,2
621@2,20250920,2
624@2,20250920,2
631@2,20250920,2
632@2,20250920,2
650@2,20250920,2
653@2,20250920,2
659@2,20250920,2
661@2,20250920,2
671@2,20250920,2
702@2,20250920,2
731@2,20250920,2
861@2,20250920,2
A09@2,20250920,2
A14@2,20250920,2
A24@2,20250920,2
A360@2,20250920,2
A60@2,20250920,2
A69@2,20250920,2
A86@2,20250920,2
A875@2,20250920,2
A971@2,20250920,2
A99@2,20250920,2
B02@2,20250920,2
B05@2,20250920,2
B25@2,20250920,2
C2@2,20250920,2
C801@2,20250920,2
D70@2,20250920,2
E30@2,20250920,2
6311@3,20251102,2
F041@3,20251102,2
3946@3,20251102,2
A63@3,20251102,2
A631@3,20251102,2
M681@3,20251102,2
43321@3,20251102,2
60.52@3,20251102,2
EM012@3,20251102,2
60.4@2,20251115,2
50.31@2,20251115,2
1714@2,20251115,2
188@2,20251115,2
210@2,20251115,2
211@2,20251115,2
253@2,20251115,2
2531@2,20251115,2
254@2,20251115,2
262@2,20251115,2
266@2,20251115,2
2672@2,20251115,2
2693@2,20251115,2
2694@2,20251115,2
2723@2,20251115,2
2733@2,20251115,2
2816@2,20251115,2
2821@2,20251115,2
2843@2,20251115,2
286@2,20251115,2
345@2,20251115,2
349@2,20251115,2
3491@2,20251115,2
3945@2,20251115,2
495@2,20251115,2
4951@2,20251115,2
605@2,20251115,2
613@2,20251115,2
6321@2,20251115,2
633@2,20251115,2
6562@2,20251115,2
6625@2,20251115,2
721@2,20251115,2
727@2,20251115,2
7271@2,20251115,2
7311@2,20251115,2
7315@2,20251115,2
762@2,20251115,2
A1@2,20251115,2
A141@2,20251115,2
A16@2,20251115,2
A348@2,20251115,2
A671@2,20251115,2
A691@2,20251115,2
A81@2,20251115,2
A871@2,20251115,2
A872@2,20251115,2
A876@2,20251115,2
A941@2,20251115,2
A97@2,20251115,2
B021@2,20251115,2
B09@2,20251115,2
B251@2,20251115,2
B252@2,20251115,2
E10@2,20251115,2
F993@2,20251115,2
M10@2,20251115,2
M79@2,20251115,2
R1@2,20251115,2
R62@2,20251115,2
T11@2,20251115,2
T23@2,20251115,2
T2A2@2,20251115,2
T3@2,20251115,2
T7@2,20251115,2
B093@2,20251115,2
A974@2,20251115,2
7032@2,20251115,2
A161@2,20251115,2
A85@2,20251115,2
A851@2,20251115,2
TR32@2,20251115,2
3946@2,20251115,2
3947@2,20251115,2
A21@2,20251115,2
A25@2,20251115,2
189@2,20251115,2
4961@2,20251115,2
O171@2,20251115,2
O491@2,20251115,2
C22@2,20251115,2
3443@2,20251115,2
43321@2,20251115,2
E703@2,20251115,2
EM012@2,20251115,2
10.3@1,20251120,2
50.2@1,20251120,2
02.11@1,20251120,2
50.31@1,20251120,2
111@1,20251120,2
171@1,20251120,2
1713@1,20251120,2
179@1,20251120,2
209@1,20251120,2
2531@1,20251120,2
256@1,20251120,2
2601@1,20251120,2
2631@1,20251120,2
267@1,20251120,2
2732@1,20251120,2
2802@1,20251120,2
2814@1,20251120,2
2816@1,20251120,2
282@1,20251120,2
3441@1,20251120,2
345@1,20251120,2
3762@1,20251120,2
3942@1,20251120,2
3972@1,20251120,2
3987@1,20251120,2
491@1,20251120,2
4942@1,20251120,2
496@1,20251120,2
4972@1,20251120,2
617@1,20251120,2
652@1,20251120,2
654@1,20251120,2
727@1,20251120,2
7271@1,20251120,2
761@1,20251120,2
7611@1,20251120,2
7612@1,20251120,2
7621@1,20251120,2
A16@1,20251120,2
A86@1,20251120,2
A872@1,20251120,2
A99@1,20251120,2
A993@1,20251120,2
B251@1,20251120,2
D18@1,20251120,2
D70@1,20251120,2
F993@1,20251120,2
LE4@1,20251120,2
M31@1,20251120,2
R41@1,20251120,2
R9@1,20251120,2
T11@1,20251120,2
T5@1,20251120,2
T51@1,20251120,2
T6@1,20251120,2
T8@1,20251120,2
T9@1,20251120,2
A288@1,20251120,2
3752@1,20251120,2
4924@1,20251120,2
3946@1,20251120,2
6372@1,20251120,2
189@1,20251120,2
T111@1,20251120,2
O491@1,20251120,2
A48@1,20251120,2
25613@1,20251120,2
43322@1,20251120,2
E378@1,20251120,2
2726@1,20251120,2
EM011@1,20251120,2
EM012@1,20251120,2
1106@1,20251120,2
F04@2,20250920,2
M21@2,20250920,2
R10@2,20250920,2
R321@2,20250920,2
R4@2,20250920,2
R41@2,20250920,2
R81@2,20250920,2
T51@2,20250920,2
T61@2,20250920,2
TR62@2,20250920,2
E101@2,20250920,2
3462@2,20250920,2
A288@2,20250920,2
4924@2,20250920,2
F041@2,20250920,2
A954@2,20250920,2
10.71@2,20250920,2
A135@2,20250920,2
T111@2,20250920,2
1842@2,20250920,2
A20@2,20250920,2
M681@2,20250920,2
43322@2,20250920,2
E178@2,20250920,2
T112@2,20250920,2
10.3@3,20251012,2
10.4@3,20251012,2
10.5@3,20251012,2
02.11@3,20251012,2
110@3,20251012,2
1102@3,20251012,2
165@3,20251012,2
173@3,20251012,2
2141@3,20251012,2
254@3,20251012,2
269@3,20251012,2
2693@3,20251012,2
2694@3,20251012,2
2721@3,20251012,2
2725@3,20251012,2
2731@3,20251012,2
2732@3,20251012,2
2813@3,20251012,2
2815@3,20251012,2
289@3,20251012,2
3491@3,20251012,2
3943@3,20251012,2
395@3,20251012,2
3973@3,20251012,2
510@3,20251012,2
610@3,20251012,2
614@3,20251012,2
621@3,20251012,2
631@3,20251012,2
654@3,20251012,2
662@3,20251012,2
671@3,20251012,2
718@3,20251012,2
721@3,20251012,2
7311@3,20251012,2
7611@3,20251012,2
7621@3,20251012,2
A11@3,20251012,2
A19@3,20251012,2
A68@3,20251012,2
A74@3,20251012,2
A862@3,20251012,2
A875@3,20251012,2
A876@3,20251012,2
A93@3,20251012,2
A941@3,20251012,2
A993@3,20251012,2
B011@3,20251012,2
B05@3,20251012,2
B55@3,20251012,2
C2@3,20251012,2
C801@3,20251012,2
E10@3,20251012,2
F993@3,20251012,2
LE4@3,20251012,2
M21@3,20251012,2
M79@3,20251012,2
R16@3,20251012,2
R31@3,20251012,2
T5@3,20251012,2
T9@3,20251012,2
A974@3,20251012,2
1795@3,20251012,2
4923@3,20251012,2
4332@3,20251012,2
7032@3,20251012,2
4925@3,20251012,2
A954@3,20251012,2
A31@3,20251012,2
10.61@3,20251012,2
189@3,20251012,2
A135@3,20251012,2
O210@3,20251012,2
O627@3,20251012,2
O662@3,20251012,2
2552@3,20251012,2
A632@3,20251012,2
T45@3,20251012,2
25612@3,20251012,2
43311@3,20251012,2
43312@3,20251012,2
43322@3,20251012,2
T112@3,20251012,2
10.3@3,20251102,2
10.4@3,20251102,2
10.5@3,20251102,2
02.11@3,20251102,2
110@3,20251102,2
1102@3,20251102,2
165@3,20251102,2
173@3,20251102,2
2141@3,20251102,2
254@3,20251102,2
269@3,20251102,2
2693@3,20251102,2
2694@3,20251102,2
2721@3,20251102,2
2725@3,20251102,2
2731@3,20251102,2
2732@3,20251102,2
2813@3,20251102,2
2815@3,20251102,2
289@3,20251102,2
3491@3,20251102,2
3943@3,20251102,2
395@3,20251102,2
3973@3,20251102,2
510@3,20251102,2
610@3,20251102,2
614@3,20251102,2
621@3,20251102,2
631@3,20251102,2
654@3,20251102,2
662@3,20251102,2
671@3,20251102,2
718@3,20251102,2
721@3,20251102,2
7311@3,20251102,2
7611@3,20251102,2
7621@3,20251102,2
A11@3,20251102,2
A19@3,20251102,2
A68@3,20251102,2
A74@3,20251102,2
A862@3,20251102,2
A875@3,20251102,2
A876@3,20251102,2
A93@3,20251102,2
A941@3,20251102,2
A993@3,20251102,2
B011@3,20251102,2
B05@3,20251102,2
B55@3,20251102,2
C2@3,20251102,2
C801@3,20251102,2
E10@3,20251102,2
F993@3,20251102,2
LE4@3,20251102,2
M21@3,20251102,2
M79@3,20251102,2
R16@3,20251102,2
R31@3,20251102,2
T5@3,20251102,2
T9@3,20251102,2
A974@3,20251102,2
1795@3,20251102,2
4923@3,20251102,2
4332@3,20251102,2
7032@3,20251102,2
4925@3,20251102,2
A954@3,20251102,2
A31@3,20251102,2
10.61@3,20251102,2
189@3,20251102,2
A135@3,20251102,2
O210@3,20251102,2
O627@3,20251102,2
O662@3,20251102,2
2552@3,20251102,2
A632@3,20251102,2
T45@3,20251102,2
25612@3,20251102,2
43311@3,20251102,2
43312@3,20251102,2
43322@3,20251102,2
T112@3,20251102,2
02.1@2,20251115,2
20.6@2,20251115,2
10.7@2,20251115,2
110@2,20251115,2
1112@2,20251115,2
184@2,20251115,2
195@2,20251115,2
209@2,20251115,2
212@2,20251115,2
216@2,20251115,2
2441@2,20251115,2
2562@2,20251115,2
2601@2,20251115,2
2674@2,20251115,2
269@2,20251115,2
281@2,20251115,2
341@2,20251115,2
3942@2,20251115,2
3944@2,20251115,2
3973@2,20251115,2
3982@2,20251115,2
3983@2,20251115,2
3984@2,20251115,2
441@2,20251115,2
470@2,20251115,2
491@2,20251115,2
4911@2,20251115,2
4934@2,20251115,2
4942@2,20251115,2
497@2,20251115,2
611@2,20251115,2
621@2,20251115,2
624@2,20251115,2
631@2,20251115,2
632@2,20251115,2
650@2,20251115,2
653@2,20251115,2
659@2,20251115,2
661@2,20251115,2
671@2,20251115,2
702@2,20251115,2
731@2,20251115,2
861@2,20251115,2
A09@2,20251115,2
A14@2,20251115,2
A24@2,20251115,2
A360@2,20251115,2
A60@2,20251115,2
A69@2,20251115,2
A86@2,20251115,2
A875@2,20251115,2
A971@2,20251115,2
A99@2,20251115,2
B02@2,20251115,2
B05@2,20251115,2
B25@2,20251115,2
C2@2,20251115,2
C801@2,20251115,2
D70@2,20251115,2
E30@2,20251115,2
F04@2,20251115,2
M21@2,20251115,2
R10@2,20251115,2
R321@2,20251115,2
R4@2,20251115,2
R41@2,20251115,2
R81@2,20251115,2
T51@2,20251115,2
T61@2,20251115,2
TR62@2,20251115,2
E101@2,20251115,2
3462@2,20251115,2
A288@2,20251115,2
4924@2,20251115,2
F041@2,20251115,2
A954@2,20251115,2
10.71@2,20251115,2
A135@2,20251115,2
T111@2,20251115,2
1842@2,20251115,2
A20@2,20251115,2
M681@2,20251115,2
43322@2,20251115,2
E178@2,20251115,2
T112@2,20251115,2
20.4@1,20251120,2
30.2@1,20251120,2
40.4@1,20251120,2
1102@1,20251120,2
1111@1,20251120,2
165@1,20251120,2
176@1,20251120,2
1761@1,20251120,2
184@1,20251120,2
188@1,20251120,2
212@1,20251120,2
253@1,20251120,2
2563@1,20251120,2
2632@1,20251120,2
266@1,20251120,2
2693@1,20251120,2
2701@1,20251120,2
273@1,20251120,2
2813@1,20251120,2
2815@1,20251120,2
289@1,20251120,2
346@1,20251120,2
353@1,20251120,2
3944@1,20251120,2
395@1,20251120,2
397@1,20251120,2
3981@1,20251120,2
3984@1,20251120,2
473@1,20251120,2
492@1,20251120,2
494@1,20251120,2
4943@1,20251120,2
5202@1,20251120,2
610@1,20251120,2
613@1,20251120,2
656@1,20251120,2
6562@1,20251120,2
662@1,20251120,2
665@1,20251120,2
6651@1,20251120,2
718@1,20251120,2
721@1,20251120,2
731@1,20251120,2
855@1,20251120,2
861@1,20251120,2
A15@1,20251120,2
A24@1,20251120,2
A33@1,20251120,2
A348@1,20251120,2
A360@1,20251120,2
A53@1,20251120,2
A60@1,20251120,2
A66@1,20251120,2
A671@1,20251120,2
A68@1,20251120,2
A841@1,20251120,2
A862@1,20251120,2
A93@1,20251120,2
A952@1,20251120,2
A97@1,20251120,2
B02@1,20251120,2
C80@1,20251120,2
D72@1,20251120,2
E10@1,20251120,2
E32@1,20251120,2
F04@1,20251120,2
R1@1,20251120,2
R67@1,20251120,2
T1D@1,20251120,2
T2@1,20251120,2
T2A@1,20251120,2
T3@1,20251120,2
TR62@1,20251120,2
4923@1,20251120,2
4332@1,20251120,2
A85@1,20251120,2
A851@1,20251120,2
4321@1,20251120,2
2572@1,20251120,2
2573@1,20251120,2
3947@1,20251120,2
A21@1,20251120,2
SD72@1,20251120,2
GT31@1,20251120,2
O171@1,20251120,2
O398@1,20251120,2
3953@1,20251120,2
2552@1,20251120,2
2576@1,20251120,2
4411@1,20251120,2
25611@1,20251120,2
25612@1,20251120,2
60.52@1,20251120,2
525@5,20250920,1
525@5,20251012,1
525@5,20251102,1
525@5,20251115,1
525@5,20251120,1
6102@5,20250920,1
6102@5,20251012,1
6102@5,20251102,1
6102@5,20251115,1
6102@5,20251120,1
473@5,20250920,1
473@5,20251012,1
473@5,20251102,1
473@5,20251115,1
473@5,20251120,1
654@5,20250920,1
654@5,20251012,1
654@5,20251120,1
654@5,20251102,1
654@5,20251115,1
A62@5,20250920,1
A62@5,20251012,1
A62@5,20251102,1
A62@5,20251115,1
A62@5,20251120,1
A954@5,20250920,1
A954@5,20251012,1
A954@5,20251102,1
A954@5,20251115,1
A954@5,20251120,1
T7@5,20250920,1
T7@5,20251012,1
T7@5,20251120,1
T7@5,20251102,1
T7@5,20251115,1
2541@5,20250920,1
2541@5,20251012,1
2541@5,20251102,1
2541@5,20251115,1
2541@5,20251120,1
2632@5,20250920,1
2632@5,20251012,1
2632@5,20251120,1
2632@5,20251102,1
2632@5,20251115,1
491@5,20250920,1
491@5,20251012,1
491@5,20251102,1
491@5,20251115,1
491@5,20251120,1
244@5,20250920,1
244@5,20251012,1
244@5,20251115,1
244@5,20251120,1
244@5,20251102,1
R101@5,20250920,1
6276@5,20250920,1
R101@5,20251012,1
6276@5,20251012,1
R101@5,20251102,1
6276@5,20251102,1
R101@5,20251115,1
6276@5,20251115,1
R101@5,20251120,1
6276@5,20251120,1
B55@5,20250920,1
B55@5,20251012,1
B55@5,20251102,1
B55@5,20251115,1
B55@5,20251120,1
10.4@5,20250920,1
10.4@5,20251012,1
10.4@5,20251102,1
10.4@5,20251115,1
10.4@5,20251120,1
T3@5,20250920,1
T3@5,20251012,1
T3@5,20251102,1
T3@5,20251115,1
T3@5,20251120,1
43312@5,20250920,1
43312@5,20251012,1
43312@5,20251102,1
43312@5,20251115,1
43312@5,20251120,1
T12A@5,20250920,1
T12A@5,20251012,1
T12A@5,20251102,1
T12A@5,20251115,1
T12A@5,20251120,1
B51@5,20250920,1
B51@5,20251012,1
B51@5,20251102,1
B51@5,20251115,1
B51@5,20251120,1
110@5,20250920,1
110@5,20251012,1
110@5,20251102,1
110@5,20251115,1
110@5,20251120,1
184@5,20250920,1
184@5,20251012,1
