service_id,date,exception_type
184@5,20251102,1
184@5,20251115,1
184@5,20251120,1
361@5,20250920,1
361@5,20251012,1
361@5,20251102,1
361@5,20251115,1
361@5,20251120,1
3763@5,20250920,1
3763@5,20251012,1
3763@5,20251102,1
3763@5,20251115,1
3763@5,20251120,1
436@5,20250920,1
436@5,20251012,1
436@5,20251102,1
436@5,20251115,1
436@5,20251120,1
T1@5,20250920,1
T1@5,20251012,1
T1@5,20251102,1
T1@5,20251115,1
T1@5,20251120,1
2531@5,20250920,1
2531@5,20251012,1
2531@5,20251102,1
2531@5,20251115,1
2531@5,20251120,1
2816@5,20250920,1
2816@5,20251012,1
2816@5,20251102,1
2816@5,20251115,1
2816@5,20251120,1
B25@5,20250920,1
B25@5,20251012,1
B25@5,20251102,1
B25@5,20251115,1
B25@5,20251120,1
650@5,20250920,1
7151@5,20250920,1
650@5,20251012,1
7151@5,20251012,1
650@5,20251102,1
7151@5,20251102,1
650@5,20251115,1
7151@5,20251115,1
650@5,20251120,1
7151@5,20251120,1
B09@5,20250920,1
B09@5,20251012,1
B09@5,20251102,1
B09@5,20251115,1
B09@5,20251120,1
5203@5,20250920,1
5203@5,20251012,1
5203@5,20251102,1
5203@5,20251115,1
5203@5,20251120,1
266@5,20250920,1
266@5,20251120,1
266@5,20251115,1
266@5,20251012,1
266@5,20251102,1
6372@5,20250920,1
6372@5,20251012,1
6372@5,20251102,1
6372@5,20251115,1
6372@5,20251120,1
2602@5,20250920,1
2602@5,20251012,1
2602@5,20251102,1
2602@5,20251115,1
2602@5,20251120,1
50.1@5,20250920,1
50.1@5,20251012,1
50.1@5,20251102,1
50.1@5,20251115,1
50.1@5,20251120,1
50.2@2,20250920,2
1102@2,20250920,2
111@2,20250920,2
165@2,20250920,2
1715@2,20250920,2
1761@2,20250920,2
179@2,20250920,2
214@2,20250920,2
2141@2,20250920,2
250@2,20250920,2
2541@2,20250920,2
2542@2,20250920,2
255@2,20250920,2
256@2,20250920,2
2563@2,20250920,2
2602@2,20250920,2
2621@2,20250920,2
2632@2,20250920,2
2732@2,20250920,2
2811@2,20250920,2
2812@2,20250920,2
2832@2,20250920,2
T12A@2,20250920,2
343@2,20250920,2
344@2,20250920,2
3441@2,20250920,2
347@2,20250920,2
360@2,20250920,2
361@2,20250920,2
375@2,20250920,2
3951@2,20250920,2
3972@2,20250920,2
3986@2,20250920,2
473@2,20250920,2
476@2,20250920,2
492@2,20250920,2
4943@2,20250920,2
4952@2,20250920,2
496@2,20250920,2
4971@2,20250920,2
520@2,20250920,2
525@2,20250920,2
614@2,20250920,2
627@2,20250920,2
6331@2,20250920,2
652@2,20250920,2
654@2,20250920,2
656@2,20250920,2
6651@2,20250920,2
7041@2,20250920,2
7561@2,20250920,2
7611@2,20250920,2
855@2,20250920,2
856@2,20250920,2
8612@2,20250920,2
A19@2,20250920,2
A62@2,20250920,2
A66@2,20250920,2
A68@2,20250920,2
A70@2,20250920,2
A73@2,20250920,2
A74@2,20250920,2
A944@2,20250920,2
A991@2,20250920,2
B022@2,20250920,2
B511@2,20250920,2
D13@2,20250920,2
D18@2,20250920,2
E33@2,20250920,2
LE4@2,20250920,2
M68@2,20250920,2
R101@2,20250920,2
R16@2,20250920,2
R67@2,20250920,2
T1D@2,20250920,2
T6@2,20250920,2
T61A@2,20250920,2
T8@2,20250920,2
A05@2,20250920,2
4944@2,20250920,2
4332@2,20250920,2
4925@2,20250920,2
2573@2,20250920,2
6311@2,20250920,2
A31@2,20250920,2
6276@2,20250920,2
7053@2,20250920,2
O210@2,20250920,2
O398@2,20250920,2
2552@2,20250920,2
A631@2,20250920,2
A632@2,20250920,2
A48@2,20250920,2
4411@2,20250920,2
T45@2,20250920,2
A270@2,20250920,2
25613@2,20250920,2
43312@2,20250920,2
E378@2,20250920,2
EM01@2,20250920,2
1106@2,20250920,2
20.4@3,20251012,2
20.6@3,20251012,2
111@3,20251012,2
171@3,20251012,2
1713@3,20251012,2
1841@3,20251012,2
188@3,20251012,2
2441@3,20251012,2
255@3,20251012,2
2561@3,20251012,2
263@3,20251012,2
2631@3,20251012,2
2632@3,20251012,2
2633@3,20251012,2
266@3,20251012,2
2671@3,20251012,2
2672@3,20251012,2
268@3,20251012,2
2681@3,20251012,2
2701@3,20251012,2
274@3,20251012,2
2811@3,20251012,2
2812@3,20251012,2
2816@3,20251012,2
2821@3,20251012,2
284@3,20251012,2
341@3,20251012,2
3441@3,20251012,2
346@3,20251012,2
347@3,20251012,2
3762@3,20251012,2
3941@3,20251012,2
3951@3,20251012,2
3981@3,20251012,2
3984@3,20251012,2
3986@3,20251012,2
473@3,20251012,2
491@3,20251012,2
4911@3,20251012,2
4921@3,20251012,2
4934@3,20251012,2
4951@3,20251012,2
497@3,20251012,2
613@3,20251012,2
6201@3,20251012,2
624@3,20251012,2
6611@3,20251012,2
701@3,20251012,2
7271@3,20251012,2
7561@3,20251012,2
762@3,20251012,2
856@3,20251012,2
A14@3,20251012,2
A24@3,20251012,2
A348@3,20251012,2
A70@3,20251012,2
A842@3,20251012,2
A871@3,20251012,2
A952@3,20251012,2
A953@3,20251012,2
A99@3,20251012,2
B01@3,20251012,2
B091@3,20251012,2
B25@3,20251012,2
B251@3,20251012,2
C80@3,20251012,2
C802@3,20251012,2
D18@3,20251012,2
M52@3,20251012,2
R101@3,20251012,2
R41@3,20251012,2
R68@3,20251012,2
R9@3,20251012,2
T11@3,20251012,2
T1D@3,20251012,2
T2@3,20251012,2
T3@3,20251012,2
T52@3,20251012,2
T6@3,20251012,2
T7@3,20251012,2
T8@3,20251012,2
B093@3,20251012,2
7151@3,20251012,2
A161@3,20251012,2
3752@3,20251012,2
4321@3,20251012,2
2572@3,20251012,2
10.71@3,20251012,2
5203@3,20251012,2
T111@3,20251012,2
O171@3,20251012,2
O491@3,20251012,2
A955@3,20251012,2
1842@3,20251012,2
4953@3,20251012,2
E178@3,20251012,2
E378@3,20251012,2
2726@3,20251012,2
EM01@3,20251012,2
EM011@3,20251012,2
EM013@3,20251012,2
20.4@3,20251102,2
20.6@3,20251102,2
111@3,20251102,2
171@3,20251102,2
1713@3,20251102,2
1841@3,20251102,2
188@3,20251102,2
2441@3,20251102,2
255@3,20251102,2
2561@3,20251102,2
263@3,20251102,2
2631@3,20251102,2
2632@3,20251102,2
2633@3,20251102,2
266@3,20251102,2
2671@3,20251102,2
2672@3,20251102,2
268@3,20251102,2
2681@3,20251102,2
2701@3,20251102,2
274@3,20251102,2
2811@3,20251102,2
2812@3,20251102,2
2816@3,20251102,2
2821@3,20251102,2
284@3,20251102,2
341@3,20251102,2
3441@3,20251102,2
346@3,20251102,2
347@3,20251102,2
3762@3,20251102,2
3941@3,20251102,2
3951@3,20251102,2
3981@3,20251102,2
3984@3,20251102,2
3986@3,20251102,2
473@3,20251102,2
491@3,20251102,2
4911@3,20251102,2
4921@3,20251102,2
4934@3,20251102,2
4951@3,20251102,2
497@3,20251102,2
613@3,20251102,2
6201@3,20251102,2
624@3,20251102,2
6611@3,20251102,2
701@3,20251102,2
7271@3,20251102,2
7561@3,20251102,2
762@3,20251102,2
856@3,20251102,2
A14@3,20251102,2
A24@3,20251102,2
A348@3,20251102,2
A70@3,20251102,2
A842@3,20251102,2
A871@3,20251102,2
A952@3,20251102,2
A953@3,20251102,2
A99@3,20251102,2
B01@3,20251102,2
B091@3,20251102,2
B25@3,20251102,2
B251@3,20251102,2
C80@3,20251102,2
C802@3,20251102,2
D18@3,20251102,2
M52@3,20251102,2
R101@3,20251102,2
R41@3,20251102,2
R68@3,20251102,2
R9@3,20251102,2
T11@3,20251102,2
T1D@3,20251102,2
T2@3,20251102,2
T3@3,20251102,2
T52@3,20251102,2
T6@3,20251102,2
T7@3,20251102,2
T8@3,20251102,2
B093@3,20251102,2
7151@3,20251102,2
A161@3,20251102,2
3752@3,20251102,2
4321@3,20251102,2
2572@3,20251102,2
10.71@3,20251102,2
5203@3,20251102,2
T111@3,20251102,2
O171@3,20251102,2
O491@3,20251102,2
A955@3,20251102,2
1842@3,20251102,2
4953@3,20251102,2
E178@3,20251102,2
E378@3,20251102,2
2726@3,20251102,2
EM01@3,20251102,2
EM011@3,20251102,2
EM013@3,20251102,2
50.2@2,20251115,2
1102@2,20251115,2
111@2,20251115,2
165@2,20251115,2
1715@2,20251115,2
1761@2,20251115,2
179@2,20251115,2
214@2,20251115,2
2141@2,20251115,2
250@2,20251115,2
2541@2,20251115,2
2542@2,20251115,2
255@2,20251115,2
256@2,20251115,2
2563@2,20251115,2
2602@2,20251115,2
2621@2,20251115,2
2632@2,20251115,2
2732@2,20251115,2
2811@2,20251115,2
2812@2,20251115,2
2832@2,20251115,2
T12A@2,20251115,2
343@2,20251115,2
344@2,20251115,2
3441@2,20251115,2
347@2,20251115,2
360@2,20251115,2
361@2,20251115,2
375@2,20251115,2
3951@2,20251115,2
3972@2,20251115,2
3986@2,20251115,2
473@2,20251115,2
476@2,20251115,2
492@2,20251115,2
4943@2,20251115,2
4952@2,20251115,2
496@2,20251115,2
4971@2,20251115,2
520@2,20251115,2
525@2,20251115,2
614@2,20251115,2
627@2,20251115,2
6331@2,20251115,2
652@2,20251115,2
654@2,20251115,2
656@2,20251115,2
6651@2,20251115,2
7041@2,20251115,2
7561@2,20251115,2
7611@2,20251115,2
855@2,20251115,2
856@2,20251115,2
8612@2,20251115,2
A19@2,20251115,2
A62@2,20251115,2
A66@2,20251115,2
A68@2,20251115,2
A70@2,20251115,2
A73@2,20251115,2
A74@2,20251115,2
A944@2,20251115,2
A991@2,20251115,2
B022@2,20251115,2
B511@2,20251115,2
D13@2,20251115,2
D18@2,20251115,2
E33@2,20251115,2
LE4@2,20251115,2
M68@2,20251115,2
R101@2,20251115,2
R16@2,20251115,2
R67@2,20251115,2
T1D@2,20251115,2
T6@2,20251115,2
T61A@2,20251115,2
T8@2,20251115,2
A05@2,20251115,2
4944@2,20251115,2
4332@2,20251115,2
4925@2,20251115,2
2573@2,20251115,2
6311@2,20251115,2
A31@2,20251115,2
6276@2,20251115,2
7053@2,20251115,2
O210@2,20251115,2
O398@2,20251115,2
2552@2,20251115,2
A631@2,20251115,2
A632@2,20251115,2
A48@2,20251115,2
4411@2,20251115,2
T45@2,20251115,2
A270@2,20251115,2
25613@2,20251115,2
43312@2,20251115,2
E378@2,20251115,2
EM01@2,20251115,2
1106@2,20251115,2
20.2@1,20251120,2
20.6@1,20251120,2
110@1,20251120,2
168@1,20251120,2
1714@1,20251120,2
1715@1,20251120,2
1792@1,20251120,2
1841@1,20251120,2
195@1,20251120,2
216@1,20251120,2
251@1,20251120,2
2541@1,20251120,2
2602@1,20251120,2
262@1,20251120,2
263@1,20251120,2
264@1,20251120,2
2671@1,20251120,2
270@1,20251120,2
271@1,20251120,2
2721@1,20251120,2
2731@1,20251120,2
2801@1,20251120,2
2811@1,20251120,2
2843@1,20251120,2
T12@1,20251120,2
349@1,20251120,2
3491@1,20251120,2
3941@1,20251120,2
398@1,20251120,2
3982@1,20251120,2
3986@1,20251120,2
4291@1,20251120,2
433@1,20251120,2
439@1,20251120,2
441@1,20251120,2
470@1,20251120,2
4934@1,20251120,2
510@1,20251120,2
520@1,20251120,2
611@1,20251120,2
615@1,20251120,2
6201@1,20251120,2
621@1,20251120,2
631@1,20251120,2
6321@1,20251120,2
633@1,20251120,2
659@1,20251120,2
6712@1,20251120,2
7041@1,20251120,2
756@1,20251120,2
7561@1,20251120,2
762@1,20251120,2
815@1,20251120,2
862@1,20251120,2
A14@1,20251120,2
A143@1,20251120,2
A19@1,20251120,2
A62@1,20251120,2
A691@1,20251120,2
A74@1,20251120,2
A81@1,20251120,2
A87@1,20251120,2
A875@1,20251120,2
A876@1,20251120,2
A944@1,20251120,2
B021@1,20251120,2
B022@1,20251120,2
B25@1,20251120,2
B55@1,20251120,2
B56@1,20251120,2
C2@1,20251120,2
E30@1,20251120,2
G343@1,20251120,2
M10@1,20251120,2
M52@1,20251120,2
M98@1,20251120,2
R10@1,20251120,2
R16@1,20251120,2
R321@1,20251120,2
R4@1,20251120,2
T10@1,20251120,2
T22@1,20251120,2
T61A@1,20251120,2
T7@1,20251120,2
A05@1,20251120,2
E101@1,20251120,2
7151@1,20251120,2
7032@1,20251120,2
A265@1,20251120,2
F041@1,20251120,2
A31@1,20251120,2
A25@1,20251120,2
5203@1,20251120,2
A135@1,20251120,2
4961@1,20251120,2
6276@1,20251120,2
1842@1,20251120,2
A931@1,20251120,2
43321@1,20251120,2
49232@1,20251120,2
4953@1,20251120,2
GT21@1,20251120,2
E178@1,20251120,2
T112@1,20251120,2
EM013@1,20251120,2
