route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
510,EPTC,510,Auxiliadora,,3,https://linhas.eptc.com.br,0000FF,000000
613,EPTC,613,Elisabeth,,3,https://linhas.eptc.com.br,0000FF,000000
620,EPTC,620,Iguatemi / V. Jardim,,3,https://linhas.eptc.com.br,0000FF,000000
6201,EPTC,6201,Iguatemi / Elizabeth,,3,https://linhas.eptc.com.br,0000FF,000000
627,EPTC,627,Agostinho,,3,https://linhas.eptc.com.br,0000FF,000000
631,EPTC,631,Parque Dos Maias,,3,https://linhas.eptc.com.br,0000FF,000000
633,EPTC,633,Costa E Silva,,3,https://linhas.eptc.com.br,0000FF,000000
652,EPTC,652,Hospital,,3,https://linhas.eptc.com.br,0000FF,000000
718,EPTC,718,Ilha Da Pintada,,3,https://linhas.eptc.com.br,0000FF,000000
A14,EPTC,A14,Alimentadora Lomba/Restinga/5 Unidade,,3,https://linhas.eptc.com.br,008000,000000
A53,EPTC,A53,Triangulo/Coinma/Av Do Forte,,3,https://linhas.eptc.com.br,0000FF,000000
A62,EPTC,A62,Wenceslau Fontoura  (Alimentadora),,3,https://linhas.eptc.com.br,0000FF,000000
A841,EPTC,A841,Alimentadora B.velho/S.fco/Rincao/Betao,,3,https://linhas.eptc.com.br,FF0000,000000
A871,EPTC,A871,Alim.moradas Da Hipica Via Gedeon Leite,,3,https://linhas.eptc.com.br,FF0000,000000
A875,EPTC,A875,Alimentadora Rua Do Schneider,,3,https://linhas.eptc.com.br,FF0000,000000
A952,EPTC,A952,Alimentadora Pda 3/Ch. Das Peras/Pda 6,,3,https://linhas.eptc.com.br,008000,000000
B02,EPTC,B02,Leopoldina/Aeroporto/Industrias,,3,https://linhas.eptc.com.br,0000FF,000000
B022,EPTC,B022,Fapa/Aeroporto/Leopoldina,,3,https://linhas.eptc.com.br,0000FF,000000
B251,EPTC,B251,A. Feijo/Humaita/Joao Paris,,3,https://linhas.eptc.com.br,0000FF,000000
M68,EPTC,M68,Noturna (Belem Novo),,3,https://linhas.eptc.com.br,FF0000,000000
R16,EPTC,R16,Rapida Restinga Nova/Gloria,,3,https://linhas.eptc.com.br,FF0000,000000
R67,EPTC,R67,Rapida Lami Via Belem Novo,,3,https://linhas.eptc.com.br,FF0000,000000
R81,EPTC,R81,Rapida Campo Novo,,3,https://linhas.eptc.com.br,FF0000,000000
T1D,EPTC,T1D,T1 Direta,,3,https://linhas.eptc.com.br,CC7722,000000
T22,EPTC,T22,Transversal 2/Domingos,,3,https://linhas.eptc.com.br,CC7722,000000
T23,EPTC,T23,Transversal 2/Arena,,3,https://linhas.eptc.com.br,CC7722,000000
T2A2,EPTC,T2A2,Transversal 2 (P Azurenha/Postao)/Domingos,,3,https://linhas.eptc.com.br,CC7722,000000
T4,EPTC,T4,Transversal 4,,3,https://linhas.eptc.com.br,CC7722,000000
T51,EPTC,T51,Transversal 5/Sabados/Feriados,,3,https://linhas.eptc.com.br,CC7722,000000
T8,EPTC,T8,Campus / Farrapos,,3,https://linhas.eptc.com.br,CC7722,000000
T9,EPTC,T9,Puc,,3,https://linhas.eptc.com.br,CC7722,000000
A05,EPTC,A05,Alimentadora Terminal Trensurb/Industrias,,3,https://linhas.eptc.com.br,0000FF,000000
4923,EPTC,4923,Petropolis/Sesc/Domingos,,3,https://linhas.eptc.com.br,008000,000000
2573,EPTC,2573,Paulino Azurenha/Cascatinha/Azenha (Via Leste),,3,https://linhas.eptc.com.br,008000,000000
A27,EPTC,A27,Alimentadora Agostinho,,3,https://linhas.eptc.com.br,0000FF,000000
SD73,EPTC,SD73,Fernando Ferrari/Anchieta Semidireto,,3,https://linhas.eptc.com.br,0000FF,000000
189,EPTC,189,Padre Reus/Liberal,,3,https://linhas.eptc.com.br,FF0000,000000
A135,EPTC,A135,Alimentadora Elisabeth/Sarandi/Triangulo,,3,https://linhas.eptc.com.br,0000FF,000000
4961,EPTC,4961,Jardim Protasio Alves,,3,https://linhas.eptc.com.br,008000,000000
6276,EPTC,6276,Agostinho/Fiergs Ate F. Ferrari,,3,https://linhas.eptc.com.br,0000FF,000000
A955,EPTC,A955,Alim Q Do Portal/Ch Das Peras/Volta,,3,https://linhas.eptc.com.br,008000,000000
A632,EPTC,A632,Alim. Triângulo Até Wenceslau Fontoura,,3,https://linhas.eptc.com.br,0000FF,000000
T44,EPTC,T44,Transversal 4 (Carnaval),,3,https://linhas.eptc.com.br,CC7722,000000
1842,EPTC,1842,Juca Batista Via Hermes Pacheco,,3,https://linhas.eptc.com.br,FF0000,000000
M681,EPTC,M681,Noturna Belem Novo/Campo Novo,,3,https://linhas.eptc.com.br,FF0000,000000
43311,EPTC,43311,Vila Jardim (Via Leste),,3,https://linhas.eptc.com.br,008000,000000
E703,EPTC,E703,Vila Farrapos,,3,https://linhas.eptc.com.br,0000FF,000000
E178,EPTC,E178,Praia De Belas,,3,https://linhas.eptc.com.br,008000,000000
1713,EPTC,1713,Linha Ponta Grossa Até Otto,,3,https://linhas.eptc.com.br,FF0000,000000
1792,EPTC,1792,Serraria / Oswaldo Cruz,,3,https://linhas.eptc.com.br,FF0000,000000
212,EPTC,212,Restinga / Lami,,3,https://linhas.eptc.com.br,FF0000,000000
214,EPTC,214,5ª Unidade/Escolar,,3,https://linhas.eptc.com.br,FF0000,000000
255,EPTC,255,Caldre Fiao,,3,https://linhas.eptc.com.br,008000,000000
2601,EPTC,2601,Belem Velho (Cascatinha),,3,https://linhas.eptc.com.br,FF0000,000000
2631,EPTC,2631,Orfanotrofio/Jardim Medianeira,,3,https://linhas.eptc.com.br,FF0000,000000
2671,EPTC,2671,Lami/Varejao(Via Edgar Pires De Castro),,3,https://linhas.eptc.com.br,FF0000,000000
270,EPTC,270,Grutinha,,3,https://linhas.eptc.com.br,FF0000,000000
271,EPTC,271,Amapa,,3,https://linhas.eptc.com.br,FF0000,000000
2721,EPTC,2721,Moradas Da Hipica(Costa Gama),,3,https://linhas.eptc.com.br,FF0000,000000
2723,EPTC,2723,Hipica (Gedeon Leite),,3,https://linhas.eptc.com.br,FF0000,000000
2732,EPTC,2732,Belem Novo/Hipica/Veludo,,3,https://linhas.eptc.com.br,FF0000,000000
T12A,EPTC,T12A,Restinga Cairu/Via Bento,,3,https://linhas.eptc.com.br,CC7722,000000
343,EPTC,343,Campus / Ipiranga,,3,https://linhas.eptc.com.br,CC7722,000000
3442,EPTC,3442,Santa Maria/Iii Perimetral,,3,https://linhas.eptc.com.br,008000,000000
345,EPTC,345,Santa Catarina,,3,https://linhas.eptc.com.br,008000,000000
346,EPTC,346,Sao Jose,,3,https://linhas.eptc.com.br,008000,000000
349,EPTC,349,São Caetano,,3,https://linhas.eptc.com.br,008000,000000
3491,EPTC,3491,São Caetano/Venancio,,3,https://linhas.eptc.com.br,008000,000000
375,EPTC,375,Agronomia/Informática,,3,https://linhas.eptc.com.br,008000,000000
3942,EPTC,3942,Mapa/Quinta Do Portal/Ate Terminal Azenha,,3,https://linhas.eptc.com.br,008000,000000
3951,EPTC,3951,Quinta Portal/Salg. Filho/Parada 6,,3,https://linhas.eptc.com.br,008000,000000
3983,EPTC,3983,Pinheiro / Via Ipiranga,,3,https://linhas.eptc.com.br,008000,000000
436,EPTC,436,Jardim Ipe,,3,https://linhas.eptc.com.br,008000,000000
4381,EPTC,4381,Santana/Sábados,,3,https://linhas.eptc.com.br,008000,000000
473,EPTC,473,Jardim Carvalho/Jardim Do Salso,,3,https://linhas.eptc.com.br,008000,000000
476,EPTC,476,Petropolis / Puc,,3,https://linhas.eptc.com.br,008000,000000
494,EPTC,494,Rubem Berta / Protasio,,3,https://linhas.eptc.com.br,008000,000000
4942,EPTC,4942,Batista Flores / Rubem Berta,,3,https://linhas.eptc.com.br,008000,000000
495,EPTC,495,Manoel Elias / Protasio,,3,https://linhas.eptc.com.br,008000,000000
4952,EPTC,4952,Manoel Elias/Protasio Via Teresilda Steffen,,3,https://linhas.eptc.com.br,008000,000000
525,EPTC,525,Rio Branco / Anita / Iguatemi,,3,https://linhas.eptc.com.br,008000,000000
632,EPTC,632,Nossa Senhora De Fatima,,3,https://linhas.eptc.com.br,0000FF,000000
6371,EPTC,6371,Chacara Das Pedras/Araruama,,3,https://linhas.eptc.com.br,0000FF,000000
654,EPTC,654,Educandario Petropolis,,3,https://linhas.eptc.com.br,0000FF,000000
656,EPTC,656,Passo Das Pedras / Fapa,,3,https://linhas.eptc.com.br,0000FF,000000
702,EPTC,702,Bairro Anchieta,,3,https://linhas.eptc.com.br,0000FF,000000
7611,EPTC,7611,Leopoldina/Sertorio (Chacara Da Fumaca),,3,https://linhas.eptc.com.br,0000FF,000000
8612,EPTC,8612,Leopoldina/Cairu/Noite,,3,https://linhas.eptc.com.br,0000FF,000000
862,EPTC,862,Rubem Berta (Cairu),,3,https://linhas.eptc.com.br,0000FF,000000
A13,EPTC,A13,Sao Caetano (Alimentadora),,3,https://linhas.eptc.com.br,FF0000,000000
A143,EPTC,A143,Alimentadora/Pitinga/Escolar,,3,https://linhas.eptc.com.br,008000,000000
A15,EPTC,A15,Escola Tecnica Restinga/Hospital,,3,https://linhas.eptc.com.br,FF0000,000000
A19,EPTC,A19,Hospital Restinga,,3,https://linhas.eptc.com.br,FF0000,000000
A24,EPTC,A24,Sao Borja/Triangulo (Alimentadora),,3,https://linhas.eptc.com.br,0000FF,000000
A33,EPTC,A33,Costa E Silva/Triangulo (Alimentadora),,3,https://linhas.eptc.com.br,0000FF,000000
A621,EPTC,A621,Alimentadora Wenceslau Fontoura/Escolar,,3,https://linhas.eptc.com.br,0000FF,000000
A67,EPTC,A67,Escolar Lami,,3,https://linhas.eptc.com.br,FF0000,000000
A69,EPTC,A69,Alimentadora Canta Galo/Lami/Belem Novo,,3,https://linhas.eptc.com.br,FF0000,000000
A86,EPTC,A86,Belem Velho/Cavalhada,,3,https://linhas.eptc.com.br,FF0000,000000
A99,EPTC,A99,Passo Da Batalha (Circular / Alimentadora),,3,https://linhas.eptc.com.br,008000,000000
B021,EPTC,B021,Leopoldina/Aeroporto/Fapa,,3,https://linhas.eptc.com.br,0000FF,000000
B05,EPTC,B05,Jardim Floresta/Obirici,,3,https://linhas.eptc.com.br,0000FF,000000
B25,EPTC,B25,A. Feijo / Humaita,,3,https://linhas.eptc.com.br,0000FF,000000
D18,EPTC,D18,Ilha Da Pintada/Direta,,3,https://linhas.eptc.com.br,0000FF,000000
M21,EPTC,M21,Corujao Baltazar/Assis Brasil,,3,https://linhas.eptc.com.br,0000FF,000000
M79,EPTC,M79,Madrugadao Serraria/Ponta Grossa,,3,https://linhas.eptc.com.br,FF0000,000000
M98,EPTC,M98,Noturna (Pinheiro),,3,https://linhas.eptc.com.br,008000,000000
R10,EPTC,R10,Rapida Restinga Nova/Cavalhada,,3,https://linhas.eptc.com.br,FF0000,000000
R31,EPTC,R31,Rapida - Bento,,3,https://linhas.eptc.com.br,008000,000000
R4,EPTC,R4,Rapida - Restinga Velha,,3,https://linhas.eptc.com.br,FF0000,000000
R41,EPTC,R41,Rapida - Protasio,,3,https://linhas.eptc.com.br,008000,000000
R5,EPTC,R5,Rapida Ponta Grossa,,3,https://linhas.eptc.com.br,FF0000,000000
T2A,EPTC,T2A,Transversal 2 (Via Paulino Azurenha / Postao),,3,https://linhas.eptc.com.br,CC7722,000000
T2A1,EPTC,T2A1,Transversal 2/A. J. Renner,,3,https://linhas.eptc.com.br,CC7722,000000
T5,EPTC,T5,Transversal 5,,3,https://linhas.eptc.com.br,CC7722,000000
T61,EPTC,T61,Transversal 6 (Carnaval),,3,https://linhas.eptc.com.br,CC7722,000000
TR62,EPTC,TR62,Troncal Baltazar,,3,https://linhas.eptc.com.br,0000FF,000000
B093,EPTC,B093,Anchieta/Industrias/Iguatemi,,3,https://linhas.eptc.com.br,0000FF,000000
1795,EPTC,1795,Serraria/Guaíba/Diário,,3,https://linhas.eptc.com.br,FF0000,000000
6135,EPTC,6135,Elisabeth/Sarandi,,3,https://linhas.eptc.com.br,0000FF,000000
1493,EPTC,1493,Icarai/Menino Deus,,3,https://linhas.eptc.com.br,FF0000,000000
A954,EPTC,A954,Ch Peras/Pda 6,,3,https://linhas.eptc.com.br,008000,000000
A31,EPTC,A31,Alimentadora Parque Dos Maias,,3,https://linhas.eptc.com.br,0000FF,000000
O210,EPTC,O210,Orla Restinga Nova,,3,https://linhas.eptc.com.br,FF0000,000000
O398,EPTC,O398,Orla/Pinheiro,,3,https://linhas.eptc.com.br,008000,000000
T45,EPTC,T45,Transversal 4 (Porto Seco/Triangulo),,3,https://linhas.eptc.com.br,CC7722,000000
A270,EPTC,A270,Alimentadora Cavalhada/Aracaju Escolar,,3,https://linhas.eptc.com.br,FF0000,000000
A932,EPTC,A932,Alimentadora  Escolar Ana Iris (Via Leste),,3,https://linhas.eptc.com.br,008000,000000
EM012,EPTC,EM012,Noite Dos Museus (Viva Sul),,3,https://linhas.eptc.com.br,FF0000,000000
