latitude,longitude,rwi,error
-5.4738318,-38.1774902,-0.519,0.357
-13.7847363,-42.0007324,-0.408,0.403
-22.5024071,-46.2194824,0.260,0.476
-5.6269192,-47.8234863,-0.588,0.382
-26.2441559,-52.7233887,-0.210,0.452
-27.2839252,-50.0207520,-0.336,0.389
-29.4108899,-51.9982910,-0.147,0.434
-3.6559638,-57.8649902,-0.595,0.374
-17.3191761,-53.2067871,0.720,0.478
-9.2647792,-35.6945801,0.173,0.403
-23.9561359,-54.3273926,-0.002,0.428
-21.4019335,-41.9348145,-0.552,0.421
-27.5764596,-52.9870605,-0.504,0.351
-12.3078021,-38.2653809,-0.399,0.365
-7.6565531,-35.4748535,0.621,0.457
-24.5171391,-47.8454590,0.942,0.463
-15.0827314,-56.9201660,-0.665,0.423
-9.3731925,-37.0568848,-0.072,0.414
-13.4430519,-42.2204590,0.301,0.470
-25.3142351,-53.9758301,-0.514,0.428
-24.0364303,-49.0979004,0.335,0.460
-5.5613152,-40.8801270,-0.522,0.380
-10.7793483,-38.3532715,-0.205,0.439
-8.7222181,-37.0568848,-0.748,0.369
-11.7275454,-61.7761230,1.198,0.501
-7.4823037,-64.6765137,-0.657,0.392
-7.8742645,-38.0456543,0.138,0.376
0.9777357,-52.1740723,-0.840,0.401
-32.5745912,-53.4045410,-0.606,0.479
-21.7697025,-46.3732910,-0.854,0.434
-21.2177003,-46.8566895,-0.289,0.370
-8.3310827,-41.6931152,-0.312,0.414
-3.0637244,-68.0603027,-0.464,0.529
-29.4491644,-53.2067871,-0.340,0.371
-28.2560052,-55.0524902,-0.232,0.395
-3.4147247,-40.0671387,-0.548,0.374
-6.4135660,-35.7385254,-0.103,0.418
-3.9848207,-39.5837402,0.711,0.485
-9.1563324,-36.0461426,0.949,0.466
-21.2996102,-49.0539551,0.819,0.480
-1.3951258,-47.9553223,-0.408,0.426
-22.7457888,-49.7351074,1.014,0.436
-4.8173122,-39.1882324,-0.420,0.380
-14.7430107,-40.6823730,-0.154,0.376
-15.6970862,-44.0881348,-0.253,0.392
-20.9716982,-46.3073730,-1.012,0.383
-29.6021178,-53.1408691,-0.316,0.388
-18.3649523,-46.8566895,-0.090,0.431
-4.0944111,-43.0773926,-0.691,0.357
-6.3917304,-51.6467285,-0.448,0.326
-6.1296313,-39.3200684,-0.361,0.383
-20.5607954,-44.8352051,0.059,0.422
-17.1512882,-43.8903809,-0.971,0.360
-19.0932663,-41.0339355,0.434,0.460
-2.1637921,-48.3947754,0.251,0.428
-20.4373076,-40.7482910,0.225,0.436
-8.2441099,-40.3088379,-0.192,0.406
-20.8690774,-43.6267090,-0.336,0.528
-19.7356832,-44.0222168,0.413,0.453
-29.8311133,-51.0754395,0.327,0.454
-26.7554205,-49.8010254,-0.614,0.410
-9.3515125,-37.1228027,-0.202,0.398
-30.1736241,-51.1413574,0.839,0.486
-19.0725011,-42.5500488,0.880,0.472
-11.4261866,-38.3312988,-0.584,0.359
1.3951258,-68.1701660,-1.048,0.532
-24.1768248,-50.2844238,0.040,0.424
-3.2392398,-40.3088379,-0.492,0.402
-31.3254862,-52.2839355,0.269,0.483
-22.9887378,-46.8566895,0.783,0.462
-30.0025165,-52.9650879,-0.537,0.429
-13.1864679,-42.5939941,-1.048,0.362
-15.8239658,-44.9230957,-0.879,0.356
-10.0878536,-67.0275879,-0.012,0.459
-4.5764249,-39.3420410,-0.316,0.415
-21.2586610,-45.8459473,-0.798,0.364
-13.8914108,-42.4621582,-0.507,0.331
-20.3755265,-43.3850098,0.480,0.476
-22.7457888,-43.7805176,-0.130,0.419
-3.0637244,-42.0227051,0.022,0.436
-4.6421296,-46.6589355,-0.818,0.358
-5.9329721,-39.9353027,-0.486,0.329
-22.0754590,-44.5935059,-0.612,0.400
-7.6129974,-40.5285645,-0.186,0.348
-10.2392486,-37.9797363,-0.646,0.395
-27.4400400,-48.8122559,0.106,0.436
-24.7168951,-49.4934082,-0.064,0.394
-25.2148807,-49.6691895,-0.609,0.431
-10.2824911,-37.4084473,-0.341,0.385
-19.5080198,-40.3747559,-0.292,0.390
-19.6322399,-46.9226074,0.808,0.449
-5.1456567,-39.4738770,-0.607,0.448
-9.7848511,-65.5334473,-0.030,0.547
-31.8682273,-51.8444824,-0.332,0.372
-21.1152490,-48.9440918,1.495,0.469
-12.4580325,-40.1989746,-0.425,0.392
-1.8344033,-45.4504395,-0.302,0.407
-22.8268200,-42.9895020,1.219,0.429
-5.8892605,-39.9133301,-0.236,0.440
-23.9360545,-48.6145020,0.342,0.385
-6.9809543,-42.1545410,-0.446,0.408
-11.8781020,-63.7097168,0.010,0.444
-4.2039864,-44.1760254,-0.920,0.374
-7.5694372,-39.1003418,-0.314,0.398
-7.5912178,-35.9143066,-0.516,0.382
-28.3913999,-48.8562012,0.095,0.448
-5.9766803,-36.0681152,1.061,0.488
-18.7607124,-39.8693848,0.494,0.442
-3.5024552,-46.1535645,-0.184,0.350
-4.7297265,-49.2956543,-0.634,0.364
-5.8892605,-39.1003418,-0.103,0.355
-5.1456567,-38.4191895,-0.265,0.415
-3.1295462,-54.9645996,-0.274,0.509
-9.0261526,-40.2868652,0.135,0.428
-25.0159284,-54.1516113,-0.273,0.422
-10.9735497,-37.5183105,-0.062,0.436
-10.4121830,-36.5515137,0.092,0.450
-5.8674033,-39.6496582,-1.237,0.356
-29.4300290,-51.2731934,-0.116,0.415
-25.1552290,-50.9875488,-0.895,0.429
-20.1900348,-50.9216309,0.498,0.489
-19.1347889,-43.9343262,-0.143,0.422
-26.6769127,-52.5476074,-0.189,0.414
-17.7591494,-39.8474121,0.453,0.447
-6.7191648,-35.3430176,-0.244,0.415
-9.3731925,-37.6940918,-0.826,0.407
-2.8442900,-57.3596191,-0.545,0.383
-23.6545875,-46.5490723,1.269,0.423
-3.9409805,-40.4846191,0.287,0.470
-27.6348734,-51.0095215,-0.187,0.445
-7.2861900,-39.3200684,0.997,0.462
-7.8089630,-71.9714355,-0.807,0.435
-21.0742486,-40.9020996,-0.326,0.425
-25.4928679,-49.2517090,1.522,0.412
-6.0422360,-43.6486816,-0.377,0.344
-8.0701072,-40.0231934,-0.661,0.358
-23.4531676,-47.5598145,0.731,0.437
-3.8532931,-58.8317871,-1.130,0.373
-14.9766264,-41.0998535,-0.398,0.455
-14.2324377,-42.3962402,-0.413,0.347
-17.2772184,-41.2316895,-0.805,0.332
-24.8166532,-49.3176270,0.271,0.429
-10.8872536,-44.3957520,-0.698,0.337
-9.2647792,-36.5954590,-0.008,0.360
-22.8673176,-47.3400879,0.196,0.497
-16.2674138,-41.7370605,-0.071,0.357
-8.7004990,-39.6936035,-0.481,0.436
-25.5325281,-49.6691895,-0.413,0.406
-21.2177003,-46.2414551,-0.398,0.480
-5.4300853,-36.9030762,-0.126,0.436
-22.8673176,-46.3293457,1.110,0.421
-12.9724418,-39.4079590,0.365,0.458
-7.2861900,-34.9475098,-0.013,0.395
-28.3333947,-53.7780762,-0.239,0.418
-30.4013061,-56.4367676,0.673,0.476
-7.9830776,-36.0681152,0.125,0.471
-21.6880569,-51.9982910,-0.042,0.449
-1.7245930,-48.9001465,0.968,0.502
-23.7551814,-48.2409668,-0.599,0.393
-19.5080198,-40.7482910,-0.166,0.414
-19.6943139,-41.7590332,-0.715,0.363
-7.9613173,-41.4514160,-0.481,0.381
-19.1555462,-41.8688965,-0.030,0.444
-11.9640971,-39.0344238,-0.275,0.412
-2.8881803,-45.0109863,-0.930,0.359
-21.7492955,-43.3190918,1.269,0.463
-29.1233728,-51.6027832,0.072,0.423
-21.6676382,-45.2966309,0.347,0.445
-7.2861900,-35.4309082,-0.064,0.400
-6.9809543,-40.2648926,-0.784,0.375
-19.6736252,-48.6145020,-0.449,0.420
-26.7357986,-49.0759277,0.427,0.441
-2.1198775,-45.1208496,-0.703,0.411
-20.3961229,-40.5725098,-0.141,0.418
-12.0285754,-42.0227051,-0.600,0.380
-4.5545219,-46.0876465,-0.423,0.334
-12.6081759,-56.1511230,-0.628,0.464
-29.2193016,-51.8664551,0.362,0.456
-28.4880048,-49.3615723,-0.095,0.430
-25.9284066,-52.4597168,-0.564,0.460
-3.8971380,-44.3957520,-0.750,0.344
-27.5764596,-54.1516113,-0.145,0.423
-29.6403199,-50.7458496,-0.145,0.448
-11.6629959,-62.3034668,-0.457,0.458
-27.3229745,-49.9328613,-0.611,0.404
-27.4595389,-52.5915527,-0.945,0.388
-27.3034516,-52.4157715,-0.726,0.370
-4.4230904,-38.5290527,-0.461,0.417
-6.3480564,-46.6369629,-0.257,0.455
-22.5024071,-51.9323730,-0.614,0.441
-12.5438394,-38.8146973,-0.077,0.451
-23.4128467,-45.8679199,0.112,0.447
-3.3708564,-40.4846191,-0.451,0.342
-15.2523892,-43.1652832,0.087,0.421
-9.4598988,-38.1774902,-0.097,0.434
-20.6019358,-45.4504395,0.221,0.386
-10.4554016,-62.1276855,-0.907,0.470
-3.8094460,-39.1882324,-0.233,0.436
-9.6115820,-41.6052246,-0.061,0.445
-7.3079846,-35.4528809,0.402,0.414
-21.6063650,-46.0437012,-0.777,0.397
-30.3444351,-53.2727051,0.117,0.420
-19.8183898,-44.9450684,-0.310,0.418
-19.8183898,-43.7585449,0.274,0.408
-25.2546322,-52.4816895,-0.139,0.450
-28.6231031,-50.7458496,-0.635,0.389
-14.7005081,-42.9675293,-0.796,0.406
-25.6316212,-52.8552246,-0.489,0.389
-29.6975960,-51.0974121,1.277,0.420
-20.6019358,-42.1765137,-0.645,0.425
-23.6545875,-49.8449707,0.002,0.435
-14.6792536,-40.6384277,0.201,0.423
-14.2963234,-47.0764160,-0.532,0.363
-9.3298312,-36.4636230,0.026,0.497
-13.9553920,-41.2756348,-0.262,0.392
-21.6063650,-48.3947754,1.150,0.417
-29.6975960,-50.7897949,-0.239,0.440
-3.6559638,-48.8342285,0.417,0.439
-5.6925158,-35.4968262,-0.365,0.420
-6.3262180,-38.3972168,-0.441,0.418
-1.3951258,-47.6477051,-0.452,0.368
-14.8704688,-39.0783691,-0.332,0.424
-31.1376028,-52.2180176,0.030,0.395
-30.1356258,-51.2072754,1.362,0.425
-22.6647094,-46.9885254,0.455,0.464
-29.0081399,-49.5593262,0.406,0.433
-6.2170122,-35.4089355,-0.155,0.403
-8.8090822,-36.5515137,0.100,0.395
-4.6202287,-40.5944824,-0.041,0.401
-4.5545219,-38.5510254,-0.077,0.384
-9.8930985,-38.0895996,-0.319,0.384
-6.9809543,-39.7155762,-0.459,0.419
-2.9540126,-44.8791504,-0.408,0.432
-22.6444321,-42.1984863,-0.781,0.411
-27.1080334,-51.0754395,-0.483,0.422
-4.8611009,-43.0993652,-0.614,0.396
-14.4453192,-40.6164551,-0.900,0.424
-3.1953637,-60.2160645,-0.167,0.440
-3.7875216,-43.9343262,-0.799,0.372
-10.6714043,-38.1115723,-0.601,0.373
-2.8881803,-40.1110840,0.822,0.473
-13.4644216,-42.3742676,-0.527,0.356
-20.1281550,-44.8571777,0.745,0.409
-27.3229745,-53.1628418,-0.079,0.454
-27.3034516,-49.2736816,-0.336,0.404
-25.3936601,-54.0856934,-0.323,0.461
-5.5831840,-44.3957520,0.780,0.505
-19.4873072,-45.5822754,0.195,0.426
-1.8783255,-55.9753418,-0.888,0.405
-15.8451046,-48.9440918,0.685,0.486
-4.2258996,-55.5578613,-0.537,0.419
-26.7554205,-53.5363770,0.223,0.446
-11.2107336,-40.8142090,-0.718,0.346
-15.1251586,-42.5500488,-0.447,0.331
-20.2931131,-41.6052246,-0.016,0.393
-19.5701418,-44.1979980,-0.086,0.444
-6.3480564,-47.5598145,-0.284,0.355
-26.4410651,-49.0319824,0.512,0.462
-23.1504616,-44.8791504,-0.502,0.412
-19.6943139,-42.0666504,-0.588,0.413
-18.5525320,-44.5935059,0.270,0.486
-4.6202287,-42.1105957,-0.687,0.404
-1.5269188,-47.3181152,-0.721,0.369
-27.6154056,-48.9880371,0.565,0.415
-8.7656527,-40.9020996,-0.708,0.375
-12.2648633,-41.5173340,-0.850,0.446
-6.3043786,-36.7272949,-0.834,0.436
-31.1187939,-52.5036621,-0.498,0.357
-10.6282159,-70.0817871,-0.675,0.414
-10.8009324,-37.4963379,0.325,0.442
-2.0320445,-48.6584473,-0.495,0.356
-8.3528229,-42.1325684,-0.047,0.368
-21.8920839,-43.5607910,-0.312,0.378
-1.8124418,-47.8234863,-0.892,0.347
-22.1568828,-45.4504395,0.460,0.485
-9.3515125,-40.3088379,0.100,0.444
-3.7436712,-39.3200684,-0.397,0.431
-20.3961229,-42.8796387,0.432,0.458
-22.7457888,-47.6037598,0.838,0.413
-27.4205377,-53.1188965,-0.266,0.365
-30.6095493,-51.5368652,0.258,0.388
-24.6170569,-48.1530762,-0.038,0.548
-22.0550957,-45.4504395,-0.615,0.420
-7.1553996,-37.7819824,-0.679,0.377
-4.0067400,-38.6828613,-0.069,0.428
-24.4571501,-47.8454590,-0.226,0.410
-27.5569815,-52.9650879,-0.326,0.370
-5.7581050,-37.8479004,-0.379,0.380
-12.8439375,-39.3420410,-0.123,0.420
-3.3050503,-42.0446777,-0.518,0.341
-13.9553920,-39.9792480,-0.108,0.400
-13.4644216,-47.2082520,-0.358,0.352
-23.5337726,-45.8020020,-0.280,0.423
-24.2970401,-51.8444824,-0.606,0.407
-28.2366490,-54.7888184,-0.662,0.472
-22.2382596,-42.8137207,-0.171,0.416
-21.8513017,-52.1740723,0.144,0.462
-22.2585964,-43.3630371,-0.043,0.456
-6.4790672,-40.2648926,-0.168,0.327
-8.0265947,-37.7160645,-0.426,0.361
-13.6566625,-41.3635254,-0.629,0.363
-26.9122734,-52.9650879,0.072,0.418
-17.7591494,-42.3962402,-0.709,0.383
-3.7217452,-45.5163574,-0.460,0.401
-13.8700799,-39.1442871,-0.447,0.436
-4.7297265,-45.5163574,-0.414,0.326
-3.7436712,-43.1433105,-0.815,0.351
-3.5682478,-45.8679199,-0.638,0.365
-9.0478525,-37.7160645,-0.553,0.405
-22.1365313,-48.5266113,1.137,0.428
-27.6737985,-52.0422363,-0.482,0.412
-23.0696240,-46.7468262,-0.096,0.451
-1.7904800,-48.6145020,-0.850,0.410
-3.8532931,-45.4284668,-0.546,0.364
-4.9267785,-37.9357910,0.675,0.437
-28.3720684,-54.2614746,0.585,0.447
-20.5196439,-41.2097168,-0.368,0.391
-18.4275017,-42.8796387,-0.103,0.476
-3.8532931,-42.9675293,-0.237,0.363
-26.8730805,-48.6584473,0.590,0.427
-12.9510290,-42.8576660,-0.606,0.321
-29.9263737,-50.8996582,1.030,0.434
-23.8155005,-45.4504395,0.798,0.458
-20.9511796,-41.7810059,-0.635,0.390
-2.4052990,-45.8020020,-0.482,0.411
-2.9101249,-59.0734863,-0.473,0.461
-14.8492310,-49.5812988,-0.284,0.421
-2.6687122,-44.8791504,0.195,0.393
-19.6115432,-44.2419434,0.078,0.458
-12.0285754,-39.3200684,-0.149,0.441
-16.0774856,-44.4396973,-0.906,0.407
-9.5682508,-63.4680176,-0.277,0.432
-9.5249141,-35.6286621,0.144,0.433
-19.9010533,-44.5495605,0.176,0.406
-1.4610233,-45.7800293,-0.447,0.423
-5.2769476,-38.2434082,-0.259,0.400
-7.1117945,-40.4626465,-0.447,0.345
-20.2518900,-41.8469238,0.532,0.429
-21.1357449,-42.8137207,0.267,0.416
-14.7855051,-42.4401855,-0.373,0.346
-4.1820725,-55.4260254,0.000,0.491
-27.7127098,-52.6354980,0.709,0.419
-3.3269861,-49.5153809,-0.634,0.332
-10.8225151,-43.8464355,0.004,0.338
-29.7357620,-50.0207520,0.720,0.421
-14.4665962,-39.4079590,-0.581,0.443
-5.0581143,-44.3957520,-0.385,0.379
-5.9766803,-35.2551270,0.226,0.424
-18.2815179,-43.4289551,-0.551,0.325
-27.5959343,-53.2287598,-0.524,0.360
-8.5701576,-37.0788574,-0.143,0.419
-5.4957038,-39.8474121,-0.598,0.353
-8.1136149,-39.9572754,-0.707,0.362
-22.1161768,-45.4064941,-0.601,0.409
-25.5721751,-53.3166504,-0.196,0.425
-27.7321603,-50.8776855,-0.500,0.371
-23.4934763,-54.1296387,0.167,0.457
-19.2178026,-41.7810059,-0.041,0.447
-5.6050520,-39.9133301,-0.803,0.368
-6.2825384,-49.2297363,-0.572,0.352
-10.2824911,-64.3908691,-0.440,0.433
-1.9881263,-49.0759277,-0.638,0.479
-15.1675773,-55.6237793,-0.542,0.390
-25.6316212,-53.7341309,-0.290,0.460
-8.5484296,-35.6506348,-0.249,0.448
-5.8892605,-44.7033691,-0.516,0.342
-9.2647792,-64.4128418,0.853,0.584
-18.9478555,-40.0451660,-0.689,0.428
-10.0662199,-36.5075684,-0.344,0.338
-9.5682508,-36.5515137,-0.877,0.438
-20.3137206,-40.2868652,1.451,0.447
-12.0500648,-44.2858887,-0.514,0.410
-28.7387635,-51.5808105,-0.486,0.407
-6.7846256,-43.0114746,0.689,0.439
-15.8451046,-47.5598145,-0.017,0.417
-4.2697242,-41.6711426,-0.264,0.364
-3.9629009,-49.4934082,-0.789,0.345
-23.1302568,-48.9001465,0.497,0.466
-9.5465832,-42.4841309,-0.947,0.379
-24.9760991,-49.3176270,-0.053,0.410
-21.8513017,-47.5158691,0.214,0.429
-21.5655017,-42.6818848,-0.093,0.408
-22.8673176,-43.9123535,-0.545,0.413
-5.0581143,-38.3972168,-0.531,0.416
-16.5835521,-44.5715332,-0.603,0.367
-6.7846256,-38.5510254,0.104,0.430
-32.0360196,-52.2180176,-0.230,0.469
-1.2193903,-50.1965332,-0.810,0.339
-2.4272521,-45.9558105,-0.848,0.342
-25.9086440,-52.8991699,-0.504,0.420
-6.0203850,-38.3972168,-0.180,0.435
-9.0044514,-37.5183105,-0.597,0.338
-23.2716267,-45.7360840,0.198,0.433
-6.3043786,-44.2199707,-0.793,0.357
-1.9222467,-48.1311035,-0.638,0.364
-22.1975771,-56.7443848,-0.381,0.397
-7.4387304,-39.2102051,-0.401,0.350
-6.3698938,-35.4528809,-0.223,0.385
-30.9681888,-52.3498535,0.121,0.389
-21.6267923,-47.9113770,0.532,0.469
-14.0406726,-39.5178223,-0.613,0.332
-4.0724942,-38.8586426,-0.239,0.415
-9.1129444,-37.6062012,0.649,0.491
-27.3229745,-49.0539551,-0.510,0.423
-10.6714043,-38.1774902,-0.345,0.438
-21.6676382,-46.9006348,-0.001,0.440
-25.1751161,-53.3386230,-0.584,0.411
-16.8991717,-41.2536621,-0.521,0.330
-2.8442900,-40.2868652,-0.218,0.393
-10.4986143,-37.1008301,0.265,0.437
-13.0366691,-42.3083496,-0.605,0.393
-29.6594156,-51.1633301,1.326,0.410
-13.4644216,-46.7248535,-0.374,0.341
-22.1772314,-46.0876465,-0.659,0.434
-1.5269188,-48.5046387,-0.217,0.435
-22.8673176,-46.2414551,-0.676,0.437
-27.0101960,-53.2287598,-0.289,0.411
1.5708481,-50.8996582,-0.198,0.469
-22.1568828,-43.3190918,-0.059,0.408
-3.1295462,-45.1867676,-0.428,0.353
-26.2047338,-51.1193848,0.473,0.425
-28.4880048,-49.3176270,0.176,0.425
-21.6880569,-42.2863770,-0.541,0.365
-11.7060306,-38.3532715,-0.652,0.406
-22.1568828,-44.6813965,-0.540,0.353
-10.1311167,-67.2253418,-0.112,0.486
-13.4216803,-42.4182129,-0.835,0.338
-13.7420528,-42.9675293,-0.776,0.347
-20.7869302,-52.0642090,-0.054,0.489
-30.4202557,-51.7565918,-0.016,0.401
-5.6487856,-46.5270996,-0.871,0.335
-9.3515125,-50.4162598,-0.235,0.368
-23.1504616,-48.1091309,0.342,0.456
-8.2658549,-38.7048340,-0.290,0.352
-20.8280094,-40.9020996,-0.220,0.416
-9.7848511,-36.9470215,-0.051,0.361
-20.1900348,-40.1989746,1.081,0.427
-13.1222796,-38.7707520,0.521,0.507
-5.1018870,-45.2966309,-0.364,0.418
-20.6841834,-40.7702637,0.316,0.433
-16.0352546,-41.7370605,-0.478,0.353
-8.4397714,-35.5847168,-0.562,0.397
-15.6547754,-56.0412598,1.588,0.483
-23.3926816,-52.7453613,0.315,0.446
-3.5463174,-60.8752441,-0.856,0.395
-12.1145226,-61.8640137,0.094,0.635
-20.3343253,-40.3088379,1.175,0.428
-15.4854449,-42.6159668,-0.403,0.386
-8.5267005,-41.9348145,-0.325,0.397
-21.7901067,-43.4948730,-0.612,0.446
-29.1425657,-51.2731934,0.038,0.426
-25.8888782,-51.4270020,-0.143,0.327
-24.7168951,-51.8005371,-0.371,0.410
-1.5708481,-48.9880371,-0.449,0.397
-27.6154056,-49.1857910,-0.071,0.424
-27.0689087,-52.9431152,-0.058,0.395
-16.2041247,-40.7482910,-0.419,0.389
-2.7345569,-47.9113770,-0.780,0.367
-31.7001291,-52.9650879,-0.334,0.367
-5.3425828,-45.7360840,-0.428,0.344
-20.8074712,-55.6457520,-0.864,0.422
-6.7846256,-39.9572754,-0.291,0.385
-10.2392486,-39.3200684,-0.469,0.409
-23.2918101,-51.3391113,0.105,0.458
-22.2585964,-45.2966309,-0.438,0.394
-28.9697004,-51.0534668,1.342,0.414
-8.3093413,-48.9001465,-0.979,0.355
-4.5326183,-41.8688965,-0.593,0.354
-19.7977172,-43.6926270,0.315,0.400
-5.2769476,-38.6169434,-0.469,0.399
-13.2934109,-42.1105957,-0.626,0.323
-19.1347889,-40.3088379,-0.532,0.417
-6.6100440,-35.7385254,-0.513,0.398
-21.1357449,-48.4387207,0.697,0.451
-25.5325281,-52.6354980,-0.620,0.419
-18.1354112,-47.9333496,0.232,0.462
-20.3137206,-41.0339355,-0.064,0.438
-3.1076060,-45.2526855,-0.463,0.373
-3.0637244,-44.0441895,-0.854,0.363
-22.7457888,-47.5817871,0.763,0.482
-28.7580278,-50.5920410,-0.321,0.415
-23.0291870,-49.8889160,0.556,0.449
-22.3805551,-46.1315918,0.070,0.502
-7.3079846,-44.3957520,-0.133,0.399
-10.2824911,-38.0236816,-0.417,0.408
-4.3792747,-59.6887207,-0.748,0.370
-8.0918616,-40.0451660,-0.648,0.387
-11.8350943,-45.2966309,-0.881,0.325
-19.8803914,-47.6916504,0.394,0.439
-15.7393882,-41.3415527,0.016,0.434
-24.0966182,-46.6149902,1.070,0.497
-11.8565990,-37.5842285,0.013,0.452
-13.6139558,-44.1540527,-0.353,0.351
-7.1990006,-35.6945801,-0.499,0.409
-12.4794869,-38.9025879,-0.224,0.414
-7.6129974,-38.4851074,-0.642,0.371
-21.2381821,-45.1647949,-0.158,0.420
-28.0816733,-55.0964355,-0.450,0.385
-29.7357620,-52.4597168,0.796,0.404
-25.0955481,-52.4377441,-0.784,0.423
-8.0918616,-70.7189941,-0.524,0.415
-3.3708564,-60.4577637,-0.070,0.488
-2.1857489,-56.6125488,-0.486,0.445
-7.6129974,-40.0451660,-0.632,0.433
-1.7465556,-45.3845215,-0.659,0.368
-13.2078602,-39.4738770,0.051,0.431
-8.3528229,-38.4191895,-0.638,0.386
-7.9395558,-39.4958496,-0.343,0.338
-6.9155204,-41.1437988,-0.451,0.416
-2.2296616,-66.8737793,-0.425,0.422
-20.1694109,-50.0646973,0.059,0.455
-7.2861900,-48.2629395,0.485,0.448
-7.7871935,-39.9133301,0.008,0.427
-9.3298312,-45.4943848,-0.424,0.409
-8.1571180,-35.5627441,-0.583,0.433
-23.0494070,-48.9660645,-0.016,0.425
-21.0127268,-54.6350098,-0.484,0.458
-15.4854449,-42.6379395,-0.413,0.372
-23.2312505,-50.7897949,-0.457,0.421
-4.2478122,-44.7692871,0.550,0.484
-22.3602361,-46.7248535,-0.368,0.398
-29.6785076,-53.2507324,-0.154,0.395
-23.8958823,-50.1965332,-0.170,0.407
-20.2518900,-49.5373535,0.717,0.450
-25.6712354,-49.1857910,0.189,0.485
-12.7796606,-38.3312988,0.804,0.443
-4.5326183,-47.1423340,-0.149,0.367
-20.0662507,-43.4069824,0.893,0.483
-12.8225137,-38.3752441,1.212,0.465
-7.0899903,-41.0119629,-0.389,0.406
-3.8971380,-42.7258301,0.096,0.454
-9.5682508,-37.4523926,-0.118,0.395
-5.7799663,-42.6818848,0.178,0.387
-20.4784813,-44.5275879,-0.554,0.411
-14.6154780,-43.9343262,-0.101,0.384
-17.7382226,-42.6159668,-0.148,0.368
-2.1198775,-55.2062988,-0.612,0.405
-14.9978516,-49.4714355,-0.575,0.419
-7.1117945,-41.3854980,-0.766,0.413
-27.3815228,-48.8781738,0.437,0.496
-16.7729866,-46.7248535,-0.785,0.367
-6.9809543,-42.5500488,-0.733,0.360
-17.5497715,-41.8908691,-0.871,0.382
-29.3917473,-51.8664551,0.609,0.453
-25.7504244,-49.4274902,0.205,0.393
-21.1152490,-43.6267090,-0.094,0.504
-14.7005081,-40.1770020,-0.679,0.324
-14.0833011,-42.9016113,-0.143,0.371
-19.6322399,-42.2644043,-1.004,0.406
-25.0159284,-47.9333496,1.002,0.441
-12.4580325,-39.2980957,-0.216,0.486
-12.7368003,-41.0998535,-0.585,0.353
-1.0436434,-46.7248535,0.252,0.403
-13.0366691,-41.7810059,-0.286,0.372
-23.0898380,-48.3947754,0.556,0.424
-15.1463690,-56.4147949,-0.205,0.505
-26.2638619,-49.4055176,0.574,0.461
-29.5639011,-51.9323730,-0.002,0.442
-11.2753865,-40.3308105,-0.068,0.396
2.8223442,-61.4685059,-0.428,0.449
-25.4333530,-49.1418457,0.598,0.454
-29.5639011,-53.0310059,-0.613,0.371
-24.0163614,-52.2399902,-0.687,0.431
-7.0463790,-41.4294434,0.099,0.470
-18.8023178,-43.6706543,0.691,0.493
-29.6594156,-52.5476074,-0.500,0.411
-20.3755265,-44.2639160,-0.400,0.416
-22.2585964,-54.7448730,0.339,0.522
-26.4607376,-49.2517090,-0.417,0.440
-21.5655017,-49.2517090,0.581,0.453
-6.5445599,-42.8576660,-0.368,0.365
-21.4223895,-41.2756348,-0.590,0.391
-1.5488836,-48.2409668,-0.408,0.346
-25.8097816,-50.6579590,-0.552,0.386
-22.2992611,-43.8244629,-0.524,0.427
-22.7457888,-42.1105957,-0.130,0.428
-9.6549077,-36.3977051,-0.246,0.435
-19.0517333,-42.9235840,1.046,0.468
-27.0101960,-51.0754395,0.501,0.454
-6.3262180,-35.5627441,-0.473,0.368
-12.9296144,-38.3093262,0.818,0.494
-11.8996033,-39.6716309,-0.237,0.466
-20.8280094,-41.5832520,0.333,0.369
-9.2864645,-40.8142090,0.328,0.501
-24.7767595,-51.6687012,-0.258,0.419
-24.9362569,-54.3493652,-0.299,0.426
-22.3602361,-45.8239746,-0.090,0.414
-12.8439375,-39.4738770,-0.621,0.405
-27.5569815,-52.1960449,-0.272,0.406
-13.2720261,-39.4958496,-0.791,0.394
-17.6754275,-42.3742676,-0.532,0.370
-15.9507657,-50.1525879,0.510,0.491
-3.5243866,-49.0759277,-0.352,0.353
-2.6467632,-55.6018066,-0.489,0.383
-25.5325281,-53.6462402,-0.074,0.420
-4.5545219,-38.3532715,-0.923,0.402
-20.4990639,-54.6130371,0.825,0.474
-13.6993616,-50.8117676,-0.482,0.443
-3.4366581,-43.7365723,-0.262,0.342
-11.6199546,-42.0227051,-0.593,0.408
-11.1676236,-61.9299316,-0.180,0.522
-19.8183898,-40.8581543,0.401,0.448
-29.3534512,-52.9650879,0.148,0.483
-1.6147764,-49.6252441,-1.374,0.403
-27.3620101,-49.4714355,0.586,0.419
-2.7565043,-48.4167480,0.044,0.360
-3.2173020,-59.8864746,-0.482,0.446
-9.3948711,-45.1208496,-0.103,0.445
-0.6701507,-47.3181152,0.022,0.420
-4.8611009,-39.8254395,-0.679,0.440
-2.5589632,-48.3508301,-0.528,0.447
-3.8752158,-39.0563965,-0.338,0.476
-4.8829942,-45.0769043,-0.556,0.430
-14.2963234,-42.8356934,-0.497,0.398
-21.2381821,-43.0114746,-0.346,0.378
-26.9514527,-52.8552246,-0.430,0.408
